,gender,age,university,degree_level,degree_major,academic_year,cgpa,residential_status,campus_discrimination,sports_engagement,average_sleep,study_satisfaction,academic_workload,academic_pressure,financial_concerns,social_relationships,depression,anxiety,isolation,future_insecurity,stress_relief_activities
172,Male,20,PU,Undergraduate,Computer Science,3rd year,2.75,On-Campus,No,3,6,3,5,5,4,3,1,5,2,1,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
173,Male,20,VU,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,3,6,4,4,3,4,1,2,1,3,4,"Social Connections, Sleep"
174,Male,22,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,6,6,4,3,4,3,3,3,3,3,4,Sleep
175,Female,20,PU,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,No,0,8,3,3,2,2,5,2,3,4,3,"Religious Activities, Outdoor Activities"
176,Male,20,PU,Undergraduate,Computer Science,1st year,3.75,On-Campus,No,3,8,5,3,4,5,3,1,4,5,1,"Religious Activities, Social Connections, Online Entertainment, Outdoor Activities"
177,Male,20,FAST,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,0,8,3,4,3,3,4,5,2,5,5,Sports and Fitness
178,Male,18,PU,Undergraduate,Data Science,2nd year,2.75,Off-Campus,No,3,6,4,4,4,5,4,4,5,4,1,"Religious Activities, Social Connections, Sleep"
179,Male,20,UET,Undergraduate,Data Science,1st year,2.75,Off-Campus,Yes,3,4,4,5,3,1,5,4,5,4,5,Creative Outlets
180,Male,20,PU,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,6,6,4,4,5,5,5,1,3,3,3,Social Connections
181,Male,18,PU,Undergraduate,Information Technology,2nd year,3.25,Off-Campus,No,6,8,3,4,3,5,5,2,3,2,1,"Religious Activities, Social Connections, Sleep"
182,Male,18,PU,Undergraduate,Data Science,4th year,3.25,Off-Campus,No,0,6,5,3,4,4,4,2,4,5,3,"Religious Activities, Sports and Fitness"
183,Male,20,UET,Undergraduate,Data Science,1st year,2.25,On-Campus,No,0,8,4,4,3,1,3,3,3,4,2,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
184,Male,20,PU,Undergraduate,Information Technology,3rd year,3.25,On-Campus,No,3,6,5,4,4,3,2,5,1,3,3,Outdoor Activities
185,Female,21,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,0,6,4,3,4,2,4,2,2,3,1,"Religious Activities, Social Connections, Online Entertainment, Outdoor Activities"
186,Male,18,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,3,6,5,4,5,5,2,3,2,4,5,"Religious Activities, Online Entertainment"
187,Male,18,PU,Undergraduate,Computer Science,2nd year,1.75,On-Campus,No,3,8,4,5,5,5,3,1,4,4,5,"Online Entertainment, Outdoor Activities, Sleep"
188,Male,18,PU,Undergraduate,Information Technology,3rd year,2.75,Off-Campus,Yes,0,6,3,3,4,4,2,2,2,5,5,"Online Entertainment, Outdoor Activities, Sleep"
189,Female,20,UMT,Undergraduate,Computer Science,1st year,2.75,Off-Campus,Yes,0,6,5,4,1,4,1,4,2,2,1,Outdoor Activities
190,Male,21,FAST,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,0,6,3,3,1,2,1,2,1,4,3,Religious Activities
191,Male,22,PU,Undergraduate,Software Engineering,3rd year,3.25,Off-Campus,No,0,6,2,3,3,1,3,3,2,5,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
192,Male,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,Yes,0,6,4,4,1,5,3,4,1,3,4,Sports and Fitness
193,Male,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,0,6,4,4,2,4,5,3,1,5,2,"Religious Activities, Sports and Fitness, Social Connections"
194,Male,20,COMSATS,Undergraduate,Data Science,4th year,2.75,Off-Campus,No,0,6,3,4,5,3,2,3,4,3,1,"Religious Activities, Sports and Fitness, Social Connections"
195,Male,21,UET,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,8,5,4,4,5,2,5,5,3,3,"Online Entertainment, Sleep"
196,Male,19,KUST,Undergraduate,Data Science,4th year,2.75,On-Campus,Yes,0,6,3,3,5,3,3,3,4,5,4,"Social Connections, Online Entertainment"
197,Male,20,PU,Undergraduate,Computer Science,4th year,2.75,Off-Campus,No,3,6,5,3,3,3,2,4,2,1,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
198,Female,19,KUST,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,0,4,4,4,5,4,5,4,4,4,1,Outdoor Activities
199,Male,21,PU,Undergraduate,Data Science,2nd year,2.75,Off-Campus,No,0,8,4,3,5,5,2,4,2,4,4,Online Entertainment
200,Male,18,UET,Undergraduate,Information Technology,1st year,2.75,Off-Campus,No,0,6,4,2,2,4,2,5,4,4,5,Sleep
201,Male,20,COMSATS,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,No,3,6,3,3,1,5,4,2,5,4,5,"Religious Activities, Social Connections, Online Entertainment"
202,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,3,8,5,5,2,5,2,3,3,5,5,"Online Entertainment, Sleep"
203,Male,20,PU,Undergraduate,Data Science,2nd year,2.75,Off-Campus,No,0,6,4,5,5,5,2,4,2,1,1,"Social Connections, Online Entertainment"
204,Female,20,VU,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,0,8,3,4,5,2,4,3,2,5,4,"Religious Activities, Social Connections, Online Entertainment, Outdoor Activities"
205,Male,20,PU,Undergraduate,Computer Science,2nd year,2.25,On-Campus,No,0,6,4,4,4,4,3,1,3,3,3,Outdoor Activities
206,Male,17,UET,Undergraduate,Data Science,2nd year,0.0,Off-Campus,No,6,6,3,2,5,5,2,4,4,1,2,Outdoor Activities
207,Male,20,UET,Undergraduate,Information Technology,3rd year,3.25,Off-Campus,No,0,6,4,3,4,3,1,4,4,4,2,"Creative Outlets, Social Connections, Online Entertainment"
208,Male,20,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,Yes,3,8,5,4,2,5,3,3,3,5,4,Religious Activities
209,Male,20,UET,Undergraduate,Computer Science,3rd year,2.25,On-Campus,No,3,6,4,5,3,3,4,4,4,3,3,Outdoor Activities
210,Male,19,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,3,8,5,3,5,5,4,3,2,4,5,"Religious Activities, Sleep"
211,Male,26,NUST,Undergraduate,Computer Science,1st year,3.75,Off-Campus,Yes,3,4,4,2,5,2,3,1,4,4,1,"Religious Activities, Sports and Fitness, Sleep"
212,Male,21,PU,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,3,6,4,3,4,3,1,5,5,3,2,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
213,Female,21,PU,Undergraduate,Software Engineering,3rd year,3.25,Off-Campus,No,0,8,5,3,4,3,3,3,5,3,5,Creative Outlets
214,Male,23,PU,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,No,3,6,3,4,1,4,3,5,5,4,2,Sleep
215,Male,22,COMSATS,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,3,4,4,4,4,5,3,3,4,3,4,"Religious Activities, Social Connections, Online Entertainment"
216,Female,19,PU,Undergraduate,Data Science,2nd year,1.75,Off-Campus,Yes,7,6,3,5,4,4,1,5,4,5,1,Religious Activities
217,Male,18,UET,Undergraduate,Data Science,2nd year,2.75,Off-Campus,No,0,6,5,3,4,4,3,5,2,3,4,"Social Connections, Sleep"
218,Male,20,FAST,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,6,4,4,4,3,3,3,2,4,1,3,Online Entertainment
219,Male,20,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,3,6,5,4,1,5,3,4,5,1,3,Sleep
220,Female,21,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,7,6,5,4,1,5,3,4,1,5,3,"Religious Activities, Online Entertainment"
221,Female,20,COMSATS,Undergraduate,Computer Science,4th year,3.25,Off-Campus,No,0,8,3,4,2,5,3,4,4,3,1,"Religious Activities, Sports and Fitness, Online Entertainment"
222,Male,18,UET,Undergraduate,Computer Science,2nd year,3.25,On-Campus,Yes,3,8,4,4,5,3,4,3,2,4,2,Sleep
223,Female,20,FAST,Undergraduate,Data Science,2nd year,3.75,Off-Campus,No,3,8,5,2,5,5,2,4,5,3,2,Sports and Fitness
224,Male,20,COMSATS,Undergraduate,Software Engineering,2nd year,3.75,Off-Campus,No,0,6,3,4,4,5,2,2,1,4,3,Outdoor Activities
225,Male,21,UET,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,3,8,5,2,4,3,4,2,4,3,2,Outdoor Activities
226,Male,22,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,3,6,3,4,4,2,1,5,2,5,2,"Social Connections, Sleep"
227,Male,19,PU,Undergraduate,Data Science,2nd year,2.75,Off-Campus,No,0,6,5,5,5,3,1,2,2,3,5,Nothing
228,Female,20,COMSATS,Undergraduate,Computer Science,4th year,3.75,Off-Campus,No,3,6,3,5,4,5,4,2,2,4,3,"Religious Activities, Sleep"
229,Male,20,FAST,Undergraduate,Computer Science,3rd year,2.75,On-Campus,No,0,8,3,4,5,5,4,5,1,3,1,Sports and Fitness
230,Female,19,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,6,6,5,4,4,3,1,3,3,4,2,Sleep
231,Male,20,PU,Undergraduate,Information Technology,3rd year,3.25,Off-Campus,No,0,8,5,5,5,4,5,5,1,5,1,Outdoor Activities
232,Male,19,PU,Undergraduate,Data Science,3rd year,3.25,On-Campus,No,0,8,5,5,1,2,4,3,3,5,5,Creative Outlets
233,Male,20,PU,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,No,0,8,4,5,3,5,4,2,2,3,3,Religious Activities
234,Female,20,UET,Undergraduate,Computer Science,3rd year,1.75,Off-Campus,No,6,8,3,5,2,5,3,5,1,3,5,"Creative Outlets, Social Connections, Online Entertainment"
235,Female,20,FAST,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,Yes,7,6,4,2,4,4,3,5,4,2,2,"Religious Activities, Sports and Fitness, Social Connections"
236,Male,20,KUST,Undergraduate,Data Science,3rd year,0.0,Off-Campus,No,3,6,4,4,4,2,2,1,4,4,4,"Sports and Fitness, Creative Outlets, Online Entertainment, Outdoor Activities"
237,Male,21,PU,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,3,6,5,5,3,5,5,2,5,1,2,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
238,Male,18,UET,Undergraduate,Computer Science,3rd year,3.75,On-Campus,No,6,6,5,5,5,4,2,2,1,4,5,Religious Activities
239,Female,20,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,Yes,7,6,5,4,3,4,3,2,2,5,5,Social Connections
240,Male,20,PU,Undergraduate,Software Engineering,3rd year,3.25,On-Campus,No,6,8,5,4,3,2,1,3,4,3,5,Outdoor Activities
241,Male,19,PU,Undergraduate,Computer Science,4th year,3.75,Off-Campus,Yes,0,6,5,4,5,1,4,1,4,5,3,Online Entertainment
242,Female,20,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,3,4,5,5,5,5,1,4,4,5,5,"Religious Activities, Sports and Fitness, Sleep"
243,Male,21,UET,Undergraduate,Computer Science,4th year,2.75,Off-Campus,No,0,6,5,5,4,5,3,3,5,1,2,"Religious Activities, Social Connections"
244,Female,23,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,Yes,3,6,4,5,5,4,2,3,3,2,3,"Religious Activities, Social Connections"
245,Male,20,COMSATS,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,3,8,4,4,4,5,4,3,1,5,4,Online Entertainment
246,Male,20,UET,Undergraduate,Data Science,2nd year,3.25,Off-Campus,No,0,8,4,3,5,4,2,4,4,4,5,Sleep
247,Female,19,PU,Postgraduate,Data Science,4th year,3.75,Off-Campus,No,0,8,5,5,4,4,2,1,5,5,5,Religious Activities
248,Female,20,PU,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,3,6,2,4,5,3,1,3,4,4,3,"Religious Activities, Social Connections, Online Entertainment"
249,Male,18,PU,Undergraduate,Data Science,3rd year,2.75,Off-Campus,No,0,6,4,4,5,5,5,4,4,1,3,Sports and Fitness
250,Male,20,UET,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,7,6,3,5,4,5,3,1,1,5,2,Religious Activities
251,Male,19,UET,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,7,6,5,4,4,4,3,1,4,4,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
252,Male,20,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,3,6,4,3,5,3,5,4,3,2,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
253,Male,18,UMT,Undergraduate,Data Science,1st year,3.75,On-Campus,No,6,8,1,5,4,1,1,4,1,2,4,Sleep
254,Female,19,UET,Postgraduate,Computer Science,3rd year,3.75,Off-Campus,No,0,6,5,4,1,5,5,1,2,2,4,Social Connections
255,Male,21,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,7,6,5,4,5,5,2,5,4,1,5,"Religious Activities, Social Connections, Online Entertainment, Sleep"
256,Male,18,NUST,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,Yes,3,6,2,5,1,3,2,3,1,5,1,"Religious Activities, Sports and Fitness, Sleep"
257,Female,20,COMSATS,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,Yes,0,6,3,4,4,4,1,4,4,2,4,Outdoor Activities
258,Male,18,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,3,4,4,4,4,3,3,1,4,3,2,Nothing
259,Male,20,PU,Undergraduate,Software Engineering,1st year,3.75,Off-Campus,No,0,4,5,4,2,4,3,2,5,4,3,"Religious Activities, Social Connections, Online Entertainment, Sleep"
260,Male,20,UET,Undergraduate,Computer Science,1st year,1.75,On-Campus,No,7,6,5,5,5,4,2,4,2,1,3,"Religious Activities, Sports and Fitness, Social Connections"
261,Male,17,FAST,Postgraduate,Computer Science,1st year,3.25,Off-Campus,No,3,6,3,5,3,4,2,4,3,5,5,"Religious Activities, Sports and Fitness"
262,Male,20,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,6,8,4,4,3,2,1,2,2,5,3,"Online Entertainment, Outdoor Activities, Sleep"
263,Male,20,KUST,Undergraduate,Computer Science,1st year,3.25,On-Campus,No,6,6,4,5,5,5,4,1,3,5,1,Outdoor Activities
264,Female,20,FAST,Undergraduate,Computer Science,3rd year,2.25,Off-Campus,No,0,6,4,3,5,4,2,4,2,1,3,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
265,Male,22,COMSATS,Undergraduate,Data Science,1st year,3.75,Off-Campus,Yes,0,6,4,5,2,5,4,4,2,4,3,Religious Activities
266,Female,20,PU,Undergraduate,Computer Science,1st year,3.25,On-Campus,No,7,6,4,5,5,4,3,2,3,4,2,Creative Outlets
267,Male,20,COMSATS,Undergraduate,Computer Science,1st year,3.75,Off-Campus,Yes,0,6,4,4,1,5,2,5,4,4,3,Religious Activities
268,Male,18,COMSATS,Undergraduate,Computer Science,1st year,2.75,On-Campus,No,0,8,5,4,3,5,3,2,3,4,2,Sleep
269,Male,20,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,Yes,0,6,5,3,4,5,3,1,5,1,3,Sleep
270,Male,20,COMSATS,Undergraduate,Data Science,1st year,0.0,Off-Campus,No,7,6,5,4,4,4,4,1,5,3,2,"Religious Activities, Online Entertainment"
271,Male,20,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,6,5,4,4,5,1,5,2,4,1,Outdoor Activities
272,Male,22,NUST,Undergraduate,Computer Science,2nd year,2.75,Off-Campus,No,3,6,4,4,4,4,2,3,4,1,2,"Online Entertainment, Outdoor Activities, Sleep"
273,Male,20,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,6,4,4,4,5,3,4,4,2,4,"Religious Activities, Sports and Fitness, Sleep"
274,Female,18,PU,Undergraduate,Computer Science,3rd year,0.0,Off-Campus,No,6,8,5,5,3,5,4,4,4,3,2,"Creative Outlets, Social Connections, Online Entertainment, Outdoor Activities"
275,Male,19,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,6,8,5,4,5,4,3,1,4,3,1,"Religious Activities, Social Connections, Online Entertainment"
276,Female,20,UOL,Undergraduate,Information Technology,3rd year,2.75,On-Campus,Yes,6,6,5,5,4,2,3,5,3,4,1,Social Connections
277,Male,22,COMSATS,Undergraduate,Computer Science,1st year,1.75,Off-Campus,No,0,6,4,2,5,1,3,2,4,3,5,"Religious Activities, Online Entertainment"
278,Male,19,PU,Undergraduate,Computer Science,2nd year,3.75,Off-Campus,No,0,6,5,4,4,1,4,4,5,3,2,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
279,Male,22,PU,Undergraduate,Data Science,1st year,2.75,On-Campus,No,0,8,3,4,5,5,4,3,2,5,5,"Religious Activities, Sports and Fitness"
280,Male,20,COMSATS,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,0,6,4,4,4,4,4,2,3,5,2,"Religious Activities, Creative Outlets"
281,Male,18,PU,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,0,6,1,5,3,4,3,5,4,5,5,"Social Connections, Sleep"
282,Male,20,COMSATS,Undergraduate,Computer Science,3rd year,3.75,On-Campus,No,0,8,5,4,1,5,3,5,4,5,4,"Online Entertainment, Outdoor Activities, Sleep"
283,Male,20,PU,Undergraduate,Information Technology,4th year,3.25,Off-Campus,No,3,6,4,4,4,5,3,3,4,4,1,"Sports and Fitness, Creative Outlets, Social Connections, Outdoor Activities, Sleep"
284,Male,18,PU,Undergraduate,Data Science,3rd year,3.25,Off-Campus,Yes,0,6,3,4,5,2,1,4,2,5,3,Online Entertainment
285,Male,18,NUST,Undergraduate,Computer Science,3rd year,3.75,On-Campus,No,0,8,4,2,4,1,3,2,5,1,4,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
286,Female,19,FAST,Undergraduate,Computer Science,4th year,2.75,Off-Campus,No,6,8,4,4,1,1,4,5,2,4,5,Religious Activities
287,Male,19,PU,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,0,6,5,5,2,5,4,3,4,3,2,"Sports and Fitness, Creative Outlets, Online Entertainment, Outdoor Activities"
288,Female,20,PU,Undergraduate,Computer Science,3rd year,1.75,On-Campus,Yes,0,8,4,2,2,4,1,3,2,5,3,Social Connections
289,Male,18,PU,Undergraduate,Data Science,1st year,2.25,Off-Campus,No,3,6,4,5,3,3,1,5,3,5,1,Religious Activities
290,Male,20,PU,Undergraduate,Data Science,4th year,3.75,On-Campus,No,3,4,3,4,5,5,1,3,2,4,4,Sports and Fitness
291,Male,26,UET,Undergraduate,Computer Science,4th year,3.25,On-Campus,No,0,8,3,5,5,1,3,2,2,4,2,"Online Entertainment, Sleep"
292,Female,18,PU,Undergraduate,Data Science,1st year,3.25,On-Campus,No,7,8,5,5,4,4,4,5,3,5,4,"Religious Activities, Social Connections, Online Entertainment"
293,Male,20,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,7,8,4,4,4,5,4,3,1,3,4,Sleep
294,Male,21,PU,Undergraduate,Data Science,3rd year,3.25,Off-Campus,No,0,8,5,3,5,5,3,5,3,5,5,Sleep
295,Male,21,PU,Undergraduate,Data Science,3rd year,3.75,Off-Campus,No,0,6,4,4,5,4,2,3,4,5,5,Sports and Fitness
296,Male,22,PU,Undergraduate,Data Science,3rd year,3.75,On-Campus,No,0,6,5,4,5,2,3,4,2,3,1,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities"
297,Female,20,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,Yes,0,6,5,5,4,3,4,3,5,3,5,Sleep
298,Female,26,COMSATS,Undergraduate,Computer Science,1st year,1.75,Off-Campus,No,3,8,4,3,4,1,3,3,4,1,5,Online Entertainment
299,Male,20,COMSATS,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,4,3,3,5,4,3,3,4,2,1,Online Entertainment
300,Female,21,PU,Undergraduate,Computer Science,1st year,2.25,Off-Campus,No,3,6,4,4,1,2,1,5,3,4,5,Online Entertainment
301,Female,20,PU,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,7,6,4,5,4,5,5,4,5,3,3,Outdoor Activities
302,Male,18,PU,Undergraduate,Data Science,2nd year,3.75,Off-Campus,Yes,0,6,5,5,3,5,2,1,2,1,5,"Religious Activities, Online Entertainment, Outdoor Activities"
303,Male,20,PU,Undergraduate,Computer Science,3rd year,3.75,Off-Campus,No,0,8,4,4,5,2,1,4,3,3,1,"Religious Activities, Sports and Fitness"
304,Male,17,PU,Undergraduate,Data Science,3rd year,0.0,On-Campus,No,0,8,4,4,4,5,1,5,4,3,5,Religious Activities
305,Male,20,UET,Undergraduate,Computer Science,4th year,2.75,Off-Campus,Yes,0,8,4,4,3,5,1,2,5,5,2,"Online Entertainment, Outdoor Activities, Sleep"
306,Male,20,PU,Undergraduate,Data Science,1st year,3.25,Off-Campus,No,7,4,3,4,2,3,3,3,4,5,4,"Religious Activities, Sports and Fitness"
307,Male,20,PU,Undergraduate,Computer Science,1st year,2.75,Off-Campus,No,0,6,3,5,4,2,4,5,4,5,2,"Online Entertainment, Outdoor Activities, Sleep"
308,Male,22,PU,Undergraduate,Computer Science,4th year,3.75,Off-Campus,No,0,6,4,5,4,5,3,3,3,2,3,"Creative Outlets, Social Connections, Online Entertainment"
309,Male,19,PU,Undergraduate,Data Science,2nd year,2.75,Off-Campus,No,3,6,5,4,4,4,3,4,4,4,3,"Religious Activities, Social Connections, Online Entertainment, Sleep"
310,Male,23,UET,Undergraduate,Computer Science,1st year,3.75,Off-Campus,Yes,3,8,2,5,4,5,2,3,2,1,4,Online Entertainment
311,Female,19,PU,Undergraduate,Data Science,1st year,2.75,Off-Campus,Yes,6,6,4,5,5,1,3,3,4,3,5,"Religious Activities, Online Entertainment, Outdoor Activities"
312,Female,20,PU,Undergraduate,Computer Science,1st year,3.75,Off-Campus,No,0,6,4,3,3,4,3,5,4,5,2,Online Entertainment
313,Male,22,PU,Undergraduate,Computer Science,1st year,2.25,Off-Campus,Yes,0,6,5,4,5,4,4,1,5,5,2,"Religious Activities, Social Connections"
314,Male,21,UET,Undergraduate,Computer Science,2nd year,3.25,On-Campus,Yes,3,4,5,5,4,5,3,1,1,5,3,"Religious Activities, Social Connections, Online Entertainment"
315,Male,20,PU,Undergraduate,Computer Science,4th year,3.75,Off-Campus,No,7,8,5,3,5,5,3,4,2,4,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
316,Male,20,PU,Undergraduate,Software Engineering,1st year,3.75,Off-Campus,No,0,6,5,2,3,5,2,5,2,5,2,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
317,Male,19,NUST,Undergraduate,Data Science,4th year,3.75,Off-Campus,No,0,8,5,4,5,4,3,2,5,1,2,"Religious Activities, Social Connections, Online Entertainment, Sleep"
318,Male,20,FAST,Undergraduate,Computer Science,4th year,3.75,Off-Campus,No,7,6,5,3,5,2,1,5,2,5,3,Outdoor Activities
319,Female,22,PU,Postgraduate,Computer Science,3rd year,3.75,Off-Campus,No,0,8,3,5,5,4,2,3,4,4,3,Outdoor Activities
320,Male,20,UET,Undergraduate,Data Science,2nd year,3.75,Off-Campus,No,3,6,5,4,5,4,2,3,2,5,5,"Religious Activities, Sports and Fitness, Social Connections, Sleep"
321,Male,20,PU,Undergraduate,Data Science,2nd year,3.25,Off-Campus,Yes,0,6,5,5,4,4,2,2,3,1,5,"Creative Outlets, Social Connections, Online Entertainment"
322,Male,20,KUST,Undergraduate,Computer Science,4th year,3.25,Off-Campus,Yes,6,8,4,3,3,1,1,4,1,4,5,"Religious Activities, Sports and Fitness, Social Connections"
323,Female,21,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,8,5,2,2,5,2,5,3,4,1,Religious Activities
324,Female,20,PU,Postgraduate,Data Science,3rd year,2.75,Off-Campus,No,0,4,5,4,3,4,4,3,4,4,5,Online Entertainment
325,Male,20,COMSATS,Undergraduate,Computer Science,3rd year,1.75,On-Campus,No,3,6,4,4,3,3,2,4,4,3,3,"Religious Activities, Sleep"
326,Male,20,PU,Undergraduate,Data Science,4th year,3.25,Off-Campus,Yes,0,8,4,3,1,5,4,3,4,3,4,Online Entertainment
327,Female,19,COMSATS,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,3,6,3,4,5,1,5,1,4,3,1,Sleep
328,Female,20,PU,Undergraduate,Software Engineering,2nd year,2.75,Off-Campus,No,3,8,5,4,5,4,1,1,4,4,5,Online Entertainment
329,Female,20,COMSATS,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,0,6,5,4,5,4,2,2,3,3,5,Online Entertainment
330,Male,20,FAST,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,7,4,1,4,1,4,3,1,4,5,2,Outdoor Activities
331,Female,19,PU,Undergraduate,Computer Science,3rd year,2.75,Off-Campus,No,3,6,4,4,2,3,4,2,4,3,2,"Religious Activities, Online Entertainment"
332,Male,20,PU,Undergraduate,Computer Science,4th year,3.25,Off-Campus,No,0,6,3,4,4,1,3,2,4,5,3,Religious Activities
333,Male,19,FAST,Undergraduate,Computer Science,1st year,2.25,Off-Campus,No,0,6,4,4,4,5,1,1,4,5,5,"Religious Activities, Sports and Fitness, Social Connections, Sleep"
334,Male,20,UMT,Undergraduate,Data Science,3rd year,3.75,On-Campus,No,0,6,5,4,4,4,3,3,4,4,1,Social Connections
335,Male,22,UMT,Undergraduate,Computer Science,1st year,2.75,On-Campus,No,7,6,3,3,5,2,3,1,3,5,4,Sports and Fitness
336,Male,20,PU,Undergraduate,Data Science,3rd year,2.75,On-Campus,No,6,8,3,2,5,4,3,4,3,3,5,"Religious Activities, Sports and Fitness, Online Entertainment"
337,Male,21,FAST,Undergraduate,Information Technology,2nd year,2.75,Off-Campus,No,6,6,5,3,4,5,4,5,5,4,5,Sleep
338,Male,22,FAST,Undergraduate,Data Science,1st year,3.75,Off-Campus,No,0,6,4,4,4,4,4,4,2,3,4,Outdoor Activities
339,Male,20,PU,Postgraduate,Data Science,2nd year,2.75,Off-Campus,No,6,6,3,3,3,3,1,4,2,1,5,"Religious Activities, Sports and Fitness, Social Connections, Online Entertainment, Outdoor Activities, Sleep"
340,Male,22,PU,Undergraduate,Computer Science,3rd year,2.75,On-Campus,No,0,8,4,3,4,5,2,2,3,5,3,"Religious Activities, Sleep"
341,Male,21,PU,Undergraduate,Information Technology,3rd year,2.75,On-Campus,No,0,6,5,4,5,5,4,5,5,5,2,"Social Connections, Online Entertainment"
342,Male,20,PU,Undergraduate,Computer Science,2nd year,3.25,Off-Campus,No,7,6,3,4,4,1,1,3,3,5,2,Online Entertainment
343,Male,20,PU,Undergraduate,Computer Science,3rd year,3.25,Off-Campus,No,3,6,5,4,4,4,2,4,2,4,1,"Creative Outlets, Social Connections, Online Entertainment"
344,Female,20,PU,Undergraduate,Computer Science,3rd year,2.75,On-Campus,No,0,8,4,5,3,4,2,4,1,3,4,Sports and Fitness
345,Male,20,PU,Undergraduate,Computer Science,1st year,3.25,Off-Campus,No,0,6,5,4,4,3,2,1,2,2,1,Religious Activities
